id,IsFraud
150322,0
150323,0
150324,0
150325,1
150326,0
150327,0
150328,1
150329,0
150330,0
150331,0
150332,0
150333,0
150334,0
150335,0
150336,0
150337,0
150338,1
150339,0
150340,0
150341,1
150342,0
150343,0
150344,0
150345,0
150346,0
150347,0
150348,0
150349,0
150350,0
150351,1
150352,0
150353,0
150354,0
150355,0
150356,0
150357,0
150358,0
150359,0
150360,0
150361,0
150362,0
150363,0
150364,0
150365,1
150366,0
150367,0
150368,0
150369,1
150370,0
150371,0
150372,0
150373,0
150374,0
150375,0
150376,0
150377,0
150378,0
150379,0
150380,0
150381,0
150382,0
150383,0
150384,0
150385,0
150386,0
150387,0
150388,1
150389,0
150390,0
150391,0
150392,1
150393,0
150394,0
150395,0
150396,0
150397,0
150398,1
150399,0
150400,0
150401,0
150402,0
150403,0
150404,0
150405,1
150406,0
150407,0
150408,0
150409,0
150410,0
150411,0
150412,1
150413,0
150414,1
150415,0
150416,1
150417,0
150418,0
150419,1
150420,0
150421,0
150422,0
150423,0
150424,1
150425,0
150426,0
150427,0
150428,0
150429,0
150430,0
150431,0
150432,0
150433,0
150434,0
150435,0
150436,1
150437,0
150438,0
150439,1
150440,0
150441,0
150442,0
150443,0
150444,0
150445,0
150446,0
150447,0
150448,0
150449,0
150450,0
150451,0
150452,0
150453,0
150454,0
150455,0
150456,0
150457,0
150458,0
150459,1
150460,1
150461,0
150462,0
150463,0
150464,0
150465,0
150466,0
150467,0
150468,0
150469,0
150470,1
150471,1
150472,0
150473,0
150474,0
150475,1
150476,0
150477,0
150478,0
150479,0
150480,0
150481,0
150482,1
150483,0
150484,0
150485,0
150486,0
150487,0
150488,0
150489,0
150490,1
150491,0
150492,0
150493,0
150494,0
150495,0
150496,0
150497,1
150498,1
150499,0
150500,0
150501,0
150502,0
150503,0
150504,0
150505,0
150506,0
150507,0
150508,1
150509,0
150510,0
150511,0
150512,0
150513,0
150514,0
150515,0
150516,0
150517,0
150518,1
150519,1
150520,0
150521,0
150522,0
150523,1
150524,0
150525,0
150526,1
150527,0
150528,0
150529,0
150530,0
150531,1
150532,0
150533,0
150534,0
150535,0
150536,0
150537,0
150538,1
150539,1
150540,0
150541,1
150542,0
150543,0
150544,0
150545,0
150546,0
150547,0
150548,0
150549,1
150550,1
150551,0
150552,0
150553,1
150554,0
150555,0
150556,0
150557,0
150558,0
150559,0
150560,0
150561,0
150562,0
150563,0
150564,1
150565,0
150566,0
150567,0
150568,0
150569,0
150570,0
150571,1
150572,1
150573,0
150574,0
150575,1
150576,0
150577,0
150578,0
150579,0
150580,0
150581,0
150582,0
150583,0
150584,0
150585,1
150586,1
150587,0
150588,0
150589,0
150590,1
150591,0
150592,0
150593,0
150594,0
150595,1
150596,0
150597,0
150598,0
150599,0
150600,0
150601,0
150602,0
150603,1
150604,0
150605,0
150606,0
150607,0
150608,1
150609,0
150610,0
150611,0
150612,0
150613,0
150614,0
150615,0
150616,0
150617,0
150618,0
150619,0
150620,1
150621,0
150622,0
150623,0
150624,1
150625,1
150626,1
150627,0
150628,0
150629,0
150630,0
150631,0
150632,0
150633,0
150634,0
150635,0
150636,0
150637,1
150638,0
150639,0
150640,0
150641,0
150642,0
150643,0
150644,1
150645,0
150646,0
150647,0
150648,0
150649,0
150650,0
150651,0
150652,0
150653,1
150654,0
150655,0
150656,0
150657,1
150658,1
150659,0
150660,1
150661,0
150662,0
150663,0
150664,0
150665,0
150666,0
150667,0
150668,0
150669,0
150670,0
150671,0
150672,0
150673,0
150674,0
150675,0
150676,0
150677,0
150678,0
150679,0
150680,1
150681,0
150682,1
150683,0
150684,0
150685,0
150686,0
150687,0
150688,0
150689,0
150690,1
150691,0
150692,0
150693,0
150694,0
150695,0
150696,0
150697,1
150698,0
150699,0
150700,0
150701,0
150702,1
150703,0
150704,0
150705,0
150706,0
150707,0
150708,0
150709,0
150710,0
150711,0
150712,1
150713,0
150714,0
150715,0
150716,0
150717,0
150718,0
150719,1
150720,0
150721,0
150722,1
150723,0
150724,0
150725,0
150726,0
150727,1
150728,1
150729,0
150730,0
150731,0
150732,0
150733,0
150734,1
150735,0
150736,0
150737,0
150738,0
150739,0
150740,0
150741,0
150742,0
150743,0
150744,0
150745,0
150746,1
150747,1
150748,0
150749,0
150750,0
150751,0
150752,0
150753,0
150754,0
150755,0
150756,0
150757,0
150758,0
150759,0
150760,0
150761,0
150762,0
150763,0
150764,0
150765,0
150766,0
150767,0
150768,0
150769,0
150770,0
150771,0
150772,0
150773,0
150774,1
150775,0
150776,0
150777,0
150778,0
150779,0
150780,0
150781,0
150782,0
150783,0
150784,0
150785,0
150786,0
150787,0
150788,0
150789,0
150790,1
150791,0
150792,1
150793,0
150794,0
150795,0
150796,0
150797,0
150798,0
150799,0
150800,1
150801,0
150802,0
150803,0
150804,1
150805,0
150806,1
150807,0
150808,1
150809,1
150810,0
150811,0
150812,0
150813,1
150814,0
150815,0
150816,0
150817,1
150818,0
150819,1
150820,0
150821,0
150822,0
150823,0
150824,0
150825,0
150826,0
150827,1
150828,0
150829,0
150830,0
150831,0
150832,0
150833,0
150834,0
150835,0
150836,1
150837,0
150838,0
150839,0
150840,0
150841,0
150842,0
150843,0
150844,0
150845,0
150846,0
150847,0
150848,0
150849,0
150850,0
150851,0
150852,0
150853,0
150854,0
150855,0
150856,0
150857,0
150858,0
150859,0
150860,1
150861,0
150862,0
150863,1
150864,0
150865,0
150866,0
150867,0
150868,0
150869,0
150870,1
150871,0
150872,1
150873,0
150874,0
150875,0
150876,0
150877,0
150878,1
150879,1
150880,0
150881,1
150882,0
150883,0
150884,0
150885,0
150886,0
150887,0
150888,0
150889,0
150890,0
150891,0
150892,0
150893,0
150894,0
150895,0
150896,0
150897,0
150898,0
150899,0
150900,0
150901,0
150902,1
150903,0
150904,1
150905,0
150906,0
150907,0
150908,0
150909,0
150910,0
150911,1
150912,0
150913,0
150914,0
150915,0
150916,0
150917,0
150918,0
150919,1
150920,0
150921,0
150922,0
150923,0
150924,0
150925,0
150926,0
150927,0
150928,0
150929,0
150930,1
150931,0
150932,0
150933,0
150934,0
150935,0
150936,0
150937,0
150938,0
150939,0
150940,0
150941,1
150942,0
150943,1
150944,0
150945,0
150946,0
150947,0
150948,0
150949,0
150950,0
150951,0
150952,0
150953,1
150954,0
150955,0
150956,0
150957,0
150958,1
150959,0
150960,0
150961,0
150962,0
150963,0
150964,0
150965,1
150966,0
150967,0
150968,0
150969,0
150970,0
150971,1
150972,0
150973,0
150974,0
150975,0
150976,1
150977,0
150978,0
150979,0
150980,0
150981,0
150982,0
150983,0
150984,0
150985,0
150986,1
150987,0
150988,0
150989,0
150990,0
150991,1
150992,0
150993,0
150994,0
150995,0
150996,0
150997,1
150998,0
150999,1
151000,0
151001,0
151002,0
151003,0
151004,0
151005,0
151006,1
151007,0
151008,1
151009,1
151010,1
151011,0
151012,0
151013,0
151014,0
151015,0
151016,0
151017,0
151018,0
151019,1
151020,0
151021,0
151022,0
151023,1
151024,0
151025,0
151026,0
151027,0
151028,0
151029,0
151030,0
151031,1
151032,1
151033,0
151034,0
151035,1
151036,0
151037,0
151038,0
151039,0
151040,0
151041,0
151042,0
151043,0
151044,0
151045,0
151046,0
151047,0
151048,1
151049,0
151050,0
151051,0
151052,0
151053,0
151054,0
151055,0
151056,0
151057,1
151058,0
151059,1
151060,1
151061,0
151062,0
151063,1
151064,0
151065,0
151066,0
151067,0
151068,0
151069,0
151070,0
151071,0
151072,0
151073,0
151074,1
151075,0
151076,0
151077,0
151078,0
151079,0
151080,0
151081,0
151082,0
151083,0
151084,0
151085,0
151086,0
151087,0
151088,0
151089,0
151090,0
151091,0
151092,0
151093,0
151094,1
151095,0
151096,0
151097,1
151098,0
151099,0
151100,1
151101,0
151102,0
151103,0
151104,0
151105,0
151106,0
151107,0
151108,0
151109,0
151110,0
151111,0
151112,0
151113,1
151114,0
151115,0
151116,0
151117,0
151118,0
151119,1
151120,0
151121,0
151122,0
151123,0
151124,0
151125,0
151126,0
151127,1
151128,0
151129,0
151130,0
151131,0
151132,0
151133,0
151134,1
151135,0
151136,0
151137,0
151138,0
151139,0
151140,0
151141,0
151142,0
151143,0
151144,1
151145,0
151146,0
151147,0
151148,0
151149,0
151150,0
151151,1
151152,0
151153,0
151154,0
151155,1
151156,0
151157,0
151158,0
151159,0
151160,0
151161,0
151162,0
151163,0
151164,0
151165,0
151166,0
151167,1
151168,0
151169,0
151170,0
151171,0
151172,0
151173,0
151174,0
151175,0
151176,0
151177,0
151178,0
151179,0
151180,0
151181,0
151182,0
151183,0
151184,0
151185,0
151186,0
151187,0
151188,0
151189,0
151190,0
151191,0
151192,0
151193,0
151194,0
151195,0
151196,1
151197,0
151198,1
151199,1
151200,1
151201,0
151202,0
151203,0
151204,0
151205,0
151206,0
151207,0
151208,0
151209,1
151210,0
151211,0
151212,1
151213,0
151214,0
151215,1
151216,0
151217,0
151218,1
151219,0
151220,0
151221,0
151222,0
151223,0
151224,0
151225,1
151226,0
151227,0
151228,0
151229,0
151230,0
151231,0
151232,0
151233,1
151234,0
151235,0
151236,0
151237,0
151238,0
151239,0
151240,0
151241,0
151242,1
151243,0
151244,1
151245,0
151246,0
151247,0
151248,0
151249,0
151250,0
151251,0
151252,0
151253,0
151254,0
151255,1
151256,0
151257,1
151258,0
151259,0
151260,0
151261,0
151262,0
151263,0
151264,0
151265,0
151266,0
151267,1
151268,1
151269,0
151270,0
151271,1
151272,0
151273,0
151274,0
151275,0
151276,0
151277,0
151278,0
151279,0
151280,0
151281,0
151282,0
151283,0
151284,0
151285,0
151286,1
151287,0
151288,0
151289,0
151290,0
151291,0
151292,0
151293,0
151294,0
151295,0
151296,0
151297,0
151298,0
151299,0
151300,0
151301,0
151302,0
151303,0
151304,0
151305,0
151306,0
151307,0
151308,0
151309,0
151310,0
151311,0
151312,0
151313,0
151314,0
151315,0
151316,0
151317,0
151318,0
151319,0
151320,0
151321,1
151322,0
151323,0
151324,0
151325,0
151326,0
151327,1
151328,0
151329,0
151330,1
151331,0
151332,1
151333,0
151334,1
151335,0
151336,0
151337,0
151338,0
151339,0
151340,0
151341,0
151342,0
151343,0
151344,0
151345,0
151346,0
151347,0
151348,0
151349,0
151350,0
151351,0
151352,0
151353,0
151354,0
151355,0
151356,0
151357,1
151358,1
151359,0
151360,0
151361,0
151362,1
151363,0
151364,0
151365,0
151366,0
151367,0
151368,0
151369,0
151370,1
151371,0
151372,0
151373,0
151374,0
151375,1
151376,0
151377,0
151378,1
151379,0
151380,0
151381,1
151382,0
151383,1
151384,0
151385,0
151386,0
151387,0
151388,1
151389,0
151390,1
151391,0
151392,1
151393,1
151394,0
151395,0
151396,0
151397,0
151398,1
151399,1
151400,1
151401,1
151402,0
151403,0
151404,0
151405,0
151406,0
151407,0
151408,1
151409,1
151410,1
151411,1
151412,0
151413,0
151414,0
151415,0
151416,1
151417,0
151418,0
151419,0
151420,0
151421,0
151422,0
151423,0
151424,0
151425,0
151426,0
151427,0
151428,0
151429,0
151430,0
151431,0
151432,1
151433,0
151434,1
151435,0
151436,0
151437,0
151438,0
151439,0
151440,0
151441,0
151442,0
151443,0
151444,0
151445,0
151446,0
151447,0
151448,1
151449,0
151450,0
151451,1
151452,0
151453,1
151454,0
151455,0
151456,1
151457,1
151458,0
151459,0
151460,0
151461,0
151462,0
151463,1
151464,0
151465,0
151466,0
151467,0
151468,1
151469,0
151470,0
151471,0
151472,0
151473,0
151474,1
151475,0
151476,0
151477,0
151478,0
151479,0
151480,0
151481,0
151482,0
151483,0
151484,1
151485,0
151486,1
151487,0
151488,0
151489,0
151490,0
151491,0
151492,1
151493,0
151494,0
151495,0
151496,1
151497,0
151498,1
151499,0
151500,0
151501,0
151502,0
151503,0
151504,0
151505,0
151506,0
151507,0
151508,0
151509,0
151510,0
151511,0
151512,0
151513,0
151514,0
151515,1
151516,1
151517,0
151518,0
151519,1
151520,0
151521,0
151522,0
151523,0
151524,0
151525,0
151526,0
151527,1
151528,1
151529,0
151530,0
151531,0
151532,0
151533,0
151534,0
151535,0
151536,0
151537,0
151538,0
151539,0
151540,1
151541,1
151542,0
151543,0
151544,0
151545,1
151546,0
151547,0
151548,1
151549,0
151550,0
151551,0
151552,0
151553,0
151554,0
151555,0
151556,0
151557,0
151558,0
151559,0
151560,0
151561,0
151562,0
151563,0
151564,0
151565,0
151566,0
151567,0
151568,0
151569,1
151570,0
151571,1
151572,0
151573,0
151574,0
151575,0
151576,0
151577,0
151578,1
151579,0
151580,0
151581,0
151582,0
151583,0
151584,0
151585,1
151586,0
151587,0
151588,0
151589,0
151590,0
151591,0
151592,1
151593,0
151594,0
151595,0
151596,0
151597,0
151598,0
151599,0
151600,0
151601,0
151602,0
151603,0
151604,1
151605,0
151606,0
151607,1
151608,0
151609,0
151610,1
151611,0
151612,1
151613,0
151614,0
151615,0
151616,0
151617,0
151618,0
151619,0
151620,0
151621,0
151622,0
151623,0
151624,1
151625,0
151626,0
151627,0
151628,0
151629,0
151630,0
151631,0
151632,0
151633,0
151634,0
151635,1
151636,0
151637,1
151638,0
151639,0
151640,0
151641,1
151642,0
151643,0
151644,0
151645,0
151646,0
151647,0
151648,0
151649,1
151650,0
151651,0
151652,0
151653,0
151654,0
151655,1
151656,0
151657,1
151658,0
151659,0
151660,0
151661,0
151662,0
151663,1
151664,0
151665,0
151666,0
151667,1
151668,0
151669,0
151670,0
151671,0
151672,0
151673,0
151674,0
151675,0
151676,1
151677,0
151678,0
151679,0
151680,0
151681,0
151682,0
151683,0
151684,0
151685,1
151686,0
151687,1
151688,0
151689,0
151690,0
151691,0
151692,0
151693,0
151694,0
151695,0
151696,0
151697,0
151698,0
151699,0
151700,1
151701,0
151702,0
151703,0
151704,0
151705,0
151706,0
151707,0
151708,0
151709,1
151710,0
151711,0
151712,1
151713,0
151714,0
151715,0
151716,0
151717,0
151718,0
151719,0
151720,0
151721,0
151722,0
151723,0
151724,0
151725,0
151726,0
151727,0
151728,0
151729,0
151730,0
151731,0
151732,1
151733,0
151734,0
151735,0
151736,0
151737,0
151738,1
151739,0
151740,0
151741,0
151742,0
151743,1
151744,0
151745,0
151746,0
151747,0
151748,0
151749,0
151750,0
151751,1
151752,0
151753,0
151754,0
151755,0
151756,1
151757,1
151758,0
151759,0
151760,0
151761,0
151762,0
151763,0
151764,0
151765,0
151766,0
151767,1
151768,0
151769,0
151770,0
151771,1
151772,1
151773,1
151774,0
151775,0
151776,0
151777,0
151778,0
151779,0
151780,1
151781,1
151782,0
151783,1
151784,0
151785,0
151786,0
151787,1
151788,0
151789,0
151790,0
151791,0
151792,0
151793,0
151794,1
151795,0
151796,0
151797,1
151798,0
151799,0
151800,0
151801,0
151802,0
151803,0
151804,0
151805,0
151806,0
151807,0
151808,0
151809,0
151810,0
151811,0
151812,1
151813,0
151814,1
151815,1
151816,0
151817,1
151818,0
151819,0
151820,0
151821,1
151822,0
151823,0
151824,0
151825,0
151826,0
151827,0
151828,0
151829,0
151830,0
151831,0
151832,0
151833,0
151834,1
151835,1
151836,0
151837,1
151838,0
151839,0
151840,0
151841,0
151842,0
151843,1
151844,0
151845,1
151846,0
151847,0
151848,0
151849,0
151850,0
151851,0
151852,0
151853,0
151854,0
151855,0
151856,0
151857,0
151858,0
151859,0
151860,0
151861,0
151862,0
151863,1
151864,0
151865,0
151866,0
151867,0
151868,0
151869,1
151870,0
151871,0
151872,0
151873,0
151874,0
151875,0
151876,0
151877,1
151878,0
151879,0
151880,0
151881,0
151882,0
151883,0
151884,0
151885,0
151886,1
151887,0
151888,1
151889,1
151890,0
151891,0
151892,0
151893,0
151894,0
151895,0
151896,0
151897,0
151898,0
151899,1
151900,0
151901,0
151902,0
151903,0
151904,0
151905,0
151906,0
151907,0
151908,0
151909,0
151910,1
151911,0
151912,0
151913,0
151914,0
151915,0
151916,0
151917,0
151918,0
151919,0
151920,0
151921,0
151922,0
151923,0
151924,0
151925,0
151926,0
151927,0
151928,0
151929,0
151930,0
151931,0
151932,0
151933,0
151934,0
151935,1
151936,1
151937,1
151938,1
151939,0
151940,0
151941,0
151942,0
151943,0
151944,1
151945,1
151946,0
151947,0
151948,0
151949,1
151950,0
151951,0
151952,0
151953,1
151954,0
151955,0
151956,0
151957,0
151958,0
151959,0
151960,0
151961,0
151962,0
151963,1
151964,0
151965,0
151966,1
151967,0
151968,0
151969,0
151970,1
151971,0
151972,0
151973,0
151974,0
151975,0
151976,0
151977,0
151978,0
151979,0
151980,0
151981,0
151982,0
151983,0
151984,0
151985,1
151986,0
151987,0
151988,0
151989,0
151990,0
151991,0
151992,0
151993,0
151994,1
151995,0
151996,0
151997,0
151998,0
151999,0
152000,0
152001,0
152002,0
152003,0
152004,0
152005,0
152006,0
152007,0
152008,0
152009,0
152010,0
152011,0
152012,0
152013,0
152014,1
152015,0
152016,1
152017,0
152018,0
152019,0
152020,0
152021,0
152022,0
152023,0
152024,0
152025,0
152026,0
152027,0
152028,0
152029,0
152030,0
152031,0
152032,0
152033,0
152034,1
152035,0
152036,0
152037,0
152038,1
152039,0
152040,1
152041,0
152042,0
152043,0
152044,1
152045,0
152046,0
152047,1
152048,0
152049,1
152050,0
152051,0
152052,0
152053,0
152054,0
152055,0
152056,0
152057,0
152058,0
152059,0
152060,0
152061,0
152062,0
152063,0
152064,0
152065,0
152066,0
152067,0
152068,0
152069,0
152070,0
152071,1
152072,0
152073,0
152074,0
152075,0
152076,0
152077,0
152078,0
152079,0
152080,1
152081,0
152082,0
152083,0
152084,0
152085,0
152086,1
152087,0
152088,1
152089,1
152090,1
152091,0
152092,0
152093,0
152094,0
152095,0
152096,0
152097,0
152098,0
152099,0
152100,0
152101,1
152102,0
152103,0
152104,0
152105,0
152106,0
152107,0
152108,0
152109,1
152110,0
152111,0
152112,0
152113,0
152114,0
152115,0
152116,0
152117,1
152118,1
152119,0
152120,1
152121,0
152122,0
152123,0
152124,0
152125,0
152126,0
152127,0
152128,0
152129,1
152130,1
152131,0
152132,0
152133,0
152134,0
152135,0
152136,1
152137,1
152138,0
152139,0
152140,0
152141,0
152142,0
152143,0
152144,0
152145,0
152146,1
152147,1
152148,1
152149,0
152150,0
152151,0
152152,0
152153,0
152154,0
152155,1
152156,0
152157,1
152158,0
152159,0
152160,0
152161,1
152162,0
152163,0
152164,0
152165,0
152166,0
152167,0
152168,0
152169,0
152170,0
152171,0
152172,0
152173,0
152174,0
152175,0
152176,0
152177,1
152178,0
152179,0
152180,0
152181,1
152182,0
152183,0
152184,0
152185,0
152186,0
152187,0
152188,0
152189,0
152190,0
152191,1
152192,0
152193,1
152194,0
152195,1
152196,1
152197,0
152198,0
152199,0
152200,0
152201,0
152202,0
152203,0
152204,1
152205,0
152206,0
152207,0
152208,0
152209,0
152210,0
152211,0
152212,1
152213,0
152214,1
152215,0
152216,0
152217,0
152218,1
152219,1
152220,0
152221,0
152222,0
152223,0
152224,0
152225,0
152226,0
152227,0
152228,0
152229,0
152230,0
152231,0
152232,0
152233,0
152234,0
152235,0
152236,1
152237,1
152238,0
152239,1
152240,0
152241,0
152242,0
152243,0
152244,0
152245,0
152246,0
152247,1
152248,0
152249,0
152250,1
152251,0
152252,0
152253,0
152254,0
152255,0
152256,0
152257,0
152258,0
152259,0
152260,0
152261,0
152262,0
152263,1
152264,0
152265,0
152266,0
152267,0
152268,0
152269,1
152270,1
152271,0
152272,0
152273,0
152274,0
152275,0
152276,1
152277,0
152278,0
152279,1
152280,0
152281,0
152282,1
152283,0
152284,0
152285,0
152286,0
152287,0
152288,0
152289,0
152290,0
152291,0
152292,0
152293,0
152294,0
152295,0
152296,0
152297,0
152298,0
152299,0
152300,0
152301,1
152302,1
152303,0
152304,0
152305,0
152306,0
152307,0
152308,0
152309,0
152310,0
152311,0
152312,1
152313,0
152314,0
152315,0
152316,0
152317,0
152318,1
152319,0
152320,0
152321,0
152322,0
152323,1
152324,0
152325,0
152326,0
152327,0
152328,0
152329,1
152330,0
152331,0
152332,0
152333,0
152334,1
152335,0
152336,0
152337,0
152338,0
152339,0
152340,1
152341,0
152342,1
152343,1
152344,0
152345,0
152346,0
152347,0
152348,0
152349,0
152350,0
152351,0
152352,1
152353,1
152354,0
152355,0
152356,0
152357,0
152358,0
152359,0
152360,0
152361,0
152362,0
152363,0
152364,0
152365,0
152366,0
152367,0
152368,0
152369,0
152370,0
152371,0
152372,0
152373,0
152374,0
152375,1
152376,0
152377,0
152378,0
152379,1
152380,0
152381,0
152382,0
152383,0
152384,1
152385,1
152386,0
152387,1
152388,1
152389,1
152390,0
152391,0
152392,0
152393,0
152394,0
152395,0
152396,1
152397,0
152398,0
152399,0
152400,0
152401,1
152402,0
152403,0
152404,0
152405,1
152406,0
152407,0
152408,1
152409,1
152410,1
152411,1
152412,1
152413,0
152414,1
152415,0
152416,1
152417,0
152418,1
152419,1
152420,1
152421,0
152422,0
152423,0
152424,0
152425,0
152426,0
152427,0
152428,0
152429,0
152430,1
152431,0
152432,0
152433,0
152434,0
152435,0
152436,0
152437,0
152438,0
152439,0
152440,0
152441,0
152442,0
152443,0
152444,0
152445,1
152446,0
152447,1
152448,0
152449,1
152450,0
152451,0
152452,0
152453,0
152454,0
152455,0
152456,0
152457,1
152458,0
152459,0
152460,0
152461,0
152462,0
152463,0
152464,0
152465,0
152466,0
152467,0
152468,0
152469,1
152470,0
152471,0
152472,0
152473,0
152474,0
152475,0
152476,0
152477,0
152478,0
152479,0
152480,0
152481,0
152482,0
152483,0
152484,0
152485,0
152486,0
152487,0
152488,0
152489,1
152490,0
152491,0
152492,0
152493,0
152494,0
152495,0
152496,0
152497,0
152498,0
152499,0
152500,0
152501,0
152502,0
152503,0
152504,0
152505,0
152506,0
152507,0
152508,0
152509,0
152510,0
152511,0
152512,0
152513,0
152514,0
152515,0
152516,0
152517,0
152518,0
152519,0
152520,0
152521,0
152522,0
152523,0
152524,0
152525,0
152526,0
152527,0
152528,0
152529,0
152530,1
152531,0
152532,0
152533,0
152534,0
152535,0
152536,1
152537,0
152538,0
152539,0
152540,0
152541,0
152542,0
152543,1
152544,1
152545,0
152546,0
152547,0
152548,0
152549,0
152550,0
152551,0
152552,0
152553,1
152554,1
152555,0
152556,1
152557,1
152558,1
152559,1
152560,0
152561,0
152562,0
152563,0
152564,0
152565,0
152566,0
152567,0
152568,0
152569,0
152570,0
152571,0
152572,0
152573,1
152574,1
152575,0
152576,0
152577,0
152578,0
152579,1
152580,1
152581,0
152582,0
152583,0
152584,0
152585,0
152586,0
152587,0
152588,0
152589,0
152590,1
152591,0
152592,0
152593,0
152594,0
152595,1
152596,0
152597,0
152598,0
152599,1
152600,0
152601,0
152602,0
152603,0
152604,0
152605,0
152606,1
152607,0
152608,0
152609,0
152610,0
152611,0
152612,0
152613,0
152614,0
152615,0
152616,0
152617,0
152618,0
152619,0
152620,0
152621,0
152622,0
152623,0
152624,0
152625,1
152626,0
152627,0
152628,0
152629,0
152630,0
152631,0
152632,0
152633,0
152634,0
152635,0
152636,0
152637,0
152638,0
152639,0
152640,0
152641,0
152642,1
152643,0
152644,0
152645,0
152646,0
152647,0
152648,0
152649,0
152650,0
152651,0
152652,0
152653,0
152654,0
152655,0
152656,0
152657,0
152658,0
152659,0
152660,0
152661,0
152662,0
152663,0
152664,0
152665,1
152666,1
152667,0
152668,0
152669,0
152670,0
152671,1
152672,1
152673,0
152674,0
152675,0
152676,0
152677,0
152678,0
152679,0
152680,0
152681,0
152682,0
152683,0
152684,0
152685,0
152686,0
152687,0
152688,1
152689,0
152690,0
152691,1
152692,0
152693,0
152694,0
152695,0
152696,0
152697,0
152698,0
152699,0
152700,0
152701,1
152702,1
152703,0
152704,0
152705,0
152706,0
152707,0
152708,0
152709,1
152710,0
152711,0
152712,0
152713,0
152714,1
152715,0
152716,0
152717,1
152718,0
152719,0
152720,0
152721,0
152722,0
152723,0
152724,0
152725,0
152726,0
152727,1
152728,0
152729,1
152730,0
152731,0
152732,0
152733,0
152734,0
152735,0
152736,0
152737,0
152738,0
152739,0
152740,1
152741,0
152742,1
152743,0
152744,0
152745,0
152746,0
152747,0
152748,0
152749,0
152750,0
152751,1
152752,0
152753,0
152754,0
152755,0
152756,0
152757,1
152758,1
152759,1
152760,1
152761,0
152762,0
152763,1
152764,0
152765,1
152766,0
152767,0
152768,0
152769,0
152770,0
152771,0
152772,0
152773,0
152774,0
152775,0
152776,0
152777,0
152778,0
152779,0
152780,0
152781,0
152782,0
152783,0
152784,0
152785,1
152786,0
152787,0
152788,0
152789,0
152790,1
152791,0
152792,0
152793,0
152794,0
152795,0
